Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Brown, Cameron",ACC,Notre Dame,So,P,,,18.2,82,19.51,13.41,6.1,0.257,0.378,0.329,0.325,29.27,14.63,3.53
"Brown, Cameron",Mid American,Central Mich.,So,P,,,4.1,32,3.13,9.38,-6.25,0.571,0.625,0.714,0.571,25,9.38,5.59
"Brown, Carter",Sun Belt,Little Rock,So,P,,,7.2,38,18.42,15.79,2.63,0.276,0.447,0.448,0.4,23.68,13.16,6.76
"Brown, Chris",Big West,UC Davis,Jr,P,,,16.2,80,8.75,5,3.75,0.343,0.362,0.414,0.33,30,18.75,4.01
"Brown, Daniel",Conference USA,FIU,Fr,P,,,7,25,12,8,4,0.174,0.24,0.304,0.239,16,48,3.15
"Brown, Dillon",Big West,Cal St. Fullerton,So,P,,,10,43,16.28,4.65,11.63,0.268,0.302,0.439,0.314,39.53,13.95,2.35
"Brown, Kaven",OVC,Eastern Ky.,Jr,P,,,17.1,87,20.69,12.64,8.05,0.296,0.402,0.437,0.367,12.64,24.14,5.02
"Brown, Kody",Mid American,Bowling Green,Sr,P,,,18.1,72,13.89,12.5,1.39,0.167,0.278,0.233,0.239,20.83,34.72,4.42
"Brown, Luke",OVC,Murray St.,So,P,,,12.1,65,18.46,15.38,3.08,0.28,0.415,0.42,0.369,23.08,13.85,5.46
"Brown, Richard",Southwestern,Jackson St.,Sr,P,,,2.1,11,27.27,0,27.27,0.125,0.364,0.5,0.38,0,36.36,10.77
"Brown, Robert",American East,Binghamton,Jr,P,,,8.1,32,28.13,0,28.13,0.2,0.219,0.4,0.253,21.88,25,1.3
"Brown, Tre",Mountain West,San Diego St.,So,P,,,1,5,0,0,0,0.5,0.6,0.5,0.495,20,20,6.15
"Brown, Tyler",Colonial,Northeastern,Jr,P,,,25.1,97,20.62,3.09,17.53,0.237,0.258,0.366,0.267,23.71,28.87,3.47
"Brown, Tyler",Mid American,Central Mich.,Jr,P,,,3.1,18,22.22,22.22,0,0.357,0.5,0.429,0.418,11.11,16.67,4.44
"Brown, Tyler",SEC,Vanderbilt,Fr,P,,,14.1,64,20.31,9.38,10.93,0.281,0.359,0.456,0.354,20.31,23.44,4.64
"Bruce, Colby",Conference USA,Charlotte,So,P,,,11.2,54,14.81,7.41,7.4,0.271,0.333,0.354,0.304,22.22,27.78,4.22
"Bruno, Nick",Colonial,UNCW,Fr,P,,,2.2,14,21.43,0,21.43,0.429,0.429,0.929,0.565,21.43,14.29,12.24
"Bruno, Tyler",Metro Atlantic,Iona,Sr,INF,,,0.1,1,0,0,0,0,0,0,0,100,0,3.15
"Brus, Jonathan",Atlantic 10,Dayton,Fr,P,,,4.2,31,0,12.9,-12.9,0.435,0.548,0.435,0.442,29.03,12.9,8.15
"Brustoski, Jakob",Horizon,Youngstown St.,Fr,P,,,5.2,30,36.67,33.33,3.34,0.15,0.433,0.2,0.33,10,10,4.69
"Brzykcy, Zach",ACC,Virginia Tech,Fr,P,,,2,10,50,40,10,0,0.4,0,0.276,0,10,4.15
"Buban, Mitch",Horizon,Milwaukee,Fr,INF,,,0.1,2,50,0,50,0.5,0.5,1,0.621,0,0,-16.85
"Bubic, Kris",Pac 12,Stanford,Jr,P,2018,40,35,144,27.78,9.72,18.06,0.225,0.306,0.264,0.262,22.22,19.44,2.52
"Buck, Donavin",Sun Belt,Little Rock,Jr,P,,,20,83,18.07,10.84,7.23,0.219,0.313,0.397,0.312,16.87,33.73,5.75
"Buckelew, Britt",Southwestern,Alabama St.,So,P,,,4,26,3.85,11.54,-7.69,0.565,0.615,1,0.662,7.69,26.92,11.4
"Buckler, Brooks",ASUN,Kennesaw State,Jr,P,,,32,140,12.86,10.71,2.15,0.25,0.321,0.333,0.289,27.14,24.29,4.24
"Buckley, Andrew",Pac 12,California,Sr,P,,,6.1,33,18.18,24.24,-6.06,0.25,0.424,0.292,0.338,15.15,21.21,5.11
"Buckley, Briley",Southland,Abilene Christian,So,P,,,4,14,14.29,7.14,7.15,0.154,0.214,0.231,0.201,50,14.29,2.9
"Buckley, Jonathan",West Coast,Saint Marys (CA),Jr,P,,,1,3,66.67,0,66.67,0,0,0,0,0,33.33,-0.85
"Buckner, Ty",Missouri Valley,Missouri St.,Fr,P,,,34.1,154,10.39,14.29,-3.9,0.216,0.344,0.304,0.298,22.73,30.52,5.26
"Buczkowski, Logan",Mid American,Central Mich.,Fr,P,,,10.2,51,19.61,27.45,-7.84,0.194,0.431,0.278,0.347,13.73,23.53,6.87
"Budnick, Tate",West Coast,Portland,Sr,UT,,,29.2,119,23.53,5.88,17.65,0.228,0.277,0.281,0.251,25.21,25.21,1.95
"Bueter, Axel",Mid American,Toledo,Sr,P,,,6.1,40,10,20,-10,0.357,0.55,0.5,0.467,5,30,9.87
"Buffington, Cole",Southern,The Citadel,Jr,C,,,0.1,3,0,33.33,-33.33,0.5,0.667,1.5,0.753,33.33,0,33.15
"Bukowski, Alec",Mid American,Toledo,Fr,P,,,1.1,4,0,25,-25,0,0.25,0,0.173,0,75,5.87
"Bullington, Austen",OVC,UT Martin,Jr,P,,,26.1,125,15.2,4.8,10.4,0.351,0.4,0.614,0.427,12.8,31.2,6.83
"Bund, Bryan",OVC,Eastern Ill.,Jr,P,,,0.1,2,0,0,0,0.5,0.5,0.5,0.439,0,50,3.15
"Bunting, Spencer",Metro Atlantic,Marist,Sr,P,,,0.2,6,16.67,0,16.67,0.6,0.667,1.2,0.735,0,16.67,8.15
"Buratto, Daniel",Mid American,Bowling Green,Jr,P,,,8.1,42,21.43,16.67,4.76,0.294,0.429,0.382,0.366,16.67,19.05,3.89
"Burggraaf, Daniel",Patriot,Army,Jr,P,,,21.1,90,27.78,11.11,16.67,0.192,0.278,0.282,0.252,12.22,30,2.82
"Burgmann, Josh",Pac 12,Washington,Fr,P,,,15.1,75,12,5.33,6.67,0.348,0.4,0.565,0.411,32,16,4.87
"Burk, Jack",Sun Belt,Louisiana,So,P,,,26.1,116,17.24,12.07,5.17,0.245,0.353,0.388,0.328,31.03,15.52,4.56
"Burke, Jace",Missouri Valley,Evansville,Fr,P,,,14.2,79,17.72,12.66,5.06,0.328,0.43,0.5,0.399,10.13,26.58,5.75
"Burke, Jeremiah",Big East,Georgetown,So,P,,,11,59,6.78,11.86,-5.08,0.36,0.458,0.54,0.431,30.51,16.95,6.06
"Burke, Robert",Southland,Northwestern St.,Fr,P,,,13,54,9.26,12.96,-3.7,0.234,0.333,0.362,0.31,27.78,29.63,4.99
"Burkert, Jared",Horizon,Oakland,So,P,,,8,42,14.29,21.43,-7.14,0.172,0.381,0.345,0.331,19.05,23.81,7.4
"Burks, Chase",Southern,Mercer,Sr,P,,,27,118,20.34,7.63,12.71,0.259,0.314,0.324,0.283,24.58,22.88,3.33
"Burks, Peyton",Southwestern,Ark. Pine Bluff,Jr,P,,,21.2,110,10,12.73,-2.73,0.294,0.391,0.435,0.354,27.27,17.27,5.88
"Burleson, Alec",AAC,East Carolina,Fr,1B,,,15.2,71,22.54,8.45,14.09,0.274,0.338,0.371,0.31,25.35,15.49,3.28
"Burleson, Grant",Big 10,Maryland,Fr,P,,,5.1,33,15.15,24.24,-9.09,0.25,0.485,0.3,0.377,24.24,6.06,7.66
"Burnette, Hunter",Big South,UNC Asheville,Fr,P,,,5.1,27,14.81,7.41,7.4,0.4,0.444,0.56,0.429,29.63,11.11,2.75
"Burnette, Jimmy",Big 10,Illinois,Fr,UT,,,2.2,12,25,16.67,8.33,0.111,0.333,0.111,0.248,25,16.67,4.51
"Burnham, Tyler",Big East,Seton Hall,Fr,P,,,8.2,39,20.51,15.38,5.13,0.161,0.333,0.226,0.275,28.21,17.95,4.12
"Burnick, Andrew",Colonial,William & Mary,Sr,P,,,6.2,28,25,17.86,7.14,0.136,0.286,0.318,0.271,17.86,25,5.41
"Burns, Connor",Southern,Samford,Jr,P,,,1.2,8,25,12.5,12.5,0.286,0.375,0.429,0.351,12.5,25,2.31
"Burns, Dylan",AAC,USF,So,P,,,3.1,22,13.64,22.73,-9.09,0.267,0.455,0.733,0.469,4.55,31.82,15.41
"Burns, Ian",Ivy League,Columbia,Jr,P,,,1,7,14.29,28.57,-14.28,0.25,0.429,0.5,0.375,14.29,14.29,7.15
"Burns, Nathan",Pac 12,Oregon St.,Fr,P,,,6,27,25.93,11.11,14.82,0.273,0.37,0.591,0.396,7.41,25.93,7.15
"Burns, Tanner",SEC,Auburn,Fr,P,2020,,35.1,162,15.43,11.73,3.7,0.289,0.37,0.507,0.374,22.22,24.69,5.2
"Burns, Wyatt",Southern,Samford,Sr,P,,,16.2,71,25.35,8.45,16.9,0.217,0.31,0.317,0.281,23.94,16.9,3.39
"Burris, Joey",OVC,Southeast Mo. St.,Sr,P,,,10.2,62,11.29,17.74,-6.45,0.417,0.548,0.667,0.513,11.29,22.58,8.44
"Burroni, Rick",Colonial,Northeastern,So,P,,,0.2,5,0,20,-20,0.5,0.6,1.25,0.717,20,20,83.15
"Burrup, Bo",West Coast,BYU,Jr,P,,,13.2,68,25,11.76,13.24,0.304,0.382,0.446,0.356,13.24,19.12,4.59
"Bush, Nick",SEC,LSU,So,P,2018,246,18,82,15.85,6.1,9.75,0.297,0.354,0.392,0.327,12.2,35.37,3.59
"Bushnell, Tom",Atlantic 10,Saint Louis,Jr,P,,,1,6,16.67,0,16.67,0.4,0.5,1,0.602,33.33,0,17.15
"Buss, Ryan",Sun Belt,UT Arlington,Sr,P,,,8.2,41,29.27,12.2,17.07,0.265,0.366,0.441,0.348,12.2,19.51,4
"Buster, Jordan",Southern,The Citadel,Sr,P,,,14.2,67,38.81,14.93,23.88,0.222,0.343,0.389,0.321,8.96,14.93,3.64
"Butera, Chris",Patriot,Lehigh,Jr,P,,,8,39,10.26,7.69,2.57,0.361,0.41,0.556,0.411,23.08,25.64,4.9
"Butler, Austin",Horizon,Youngstown St.,Jr,P,,,4.1,26,19.23,19.23,0,0.4,0.538,0.65,0.502,26.92,0,8.27
"Butler, Ben",Western Athletic,UTRGV,Jr,P,,,2,11,36.36,27.27,9.09,0.25,0.455,0.375,0.381,9.09,9.09,3.65
"Butler, Hansen",ACC,North Carolina,Jr,P,,,3.1,23,21.74,34.78,-13.04,0.286,0.522,0.357,0.409,13.04,8.7,7.66
"Butler, Jordan",SEC,Florida,Fr,UT,,,18.1,74,32.43,8.11,24.32,0.194,0.27,0.313,0.261,16.22,24.32,3.09
"Butts, Nick",Colonial,William & Mary,Jr,INF,,,13,56,19.64,5.36,14.28,0.24,0.286,0.36,0.279,28.57,19.64,4.38
"Buzick, Austin",OVC,UT Martin,Jr,P,,,6,31,9.68,9.68,0,0.333,0.419,0.63,0.44,19.35,29.03,6.31
"Byelick, Thomas",Southern,The Citadel,Sr,P,,,22.1,108,15.74,10.19,5.55,0.292,0.37,0.393,0.333,27.78,14.81,4.69
"Byers, Grant",Southern,Wofford,Sr,P,,,17.2,77,12.99,6.49,6.5,0.257,0.312,0.4,0.307,25.97,28.57,3.79
"Bygum, Zac",Ivy League,Dartmouth,Jr,P,,,0.2,7,14.29,42.86,-28.57,0.5,0.714,1.25,0.709,14.29,0,103.15
"Byrd, Eric",Southern,VMI,Sr,P,,,6.1,36,5.56,16.67,-11.11,0.32,0.417,0.52,0.382,30.56,11.11,8.07
"Byrd, Ryan",OVC,SIUE,Jr,P,,,16.2,75,17.33,10.67,6.66,0.242,0.347,0.387,0.323,28,17.33,5.18
"Byrne, Michael",SEC,Florida,Jr,P,2018,409,23.2,95,28.42,5.26,23.16,0.174,0.232,0.314,0.236,21.05,25.26,2.85
"Byrnes, John",Mountain West,Air Force,Fr,P,,,7.2,40,15,10,5,0.324,0.425,0.412,0.374,12.5,30,3.98
"Byrnes, Nick",Mid American,Ohio,So,P,,,0.1,1,100,0,100,0,0,0,0,0,0,-16.85
"Byrnes, Sean",Colonial,Elon,Sr,P,,,5.2,30,10,13.33,-3.33,0.423,0.5,0.577,0.461,20,20,4.3
"Bywaters, Ryan",Big South,Radford,Fr,P,,,8.1,37,24.32,10.81,13.51,0.25,0.351,0.594,0.394,13.51,27.03,5.99
"Cabezas, Andrew",ACC,Miami (FL),Jr,P,2018,544,29.2,134,20.15,14.93,5.22,0.229,0.358,0.294,0.302,21.64,20.9,3.66
"Cabinian, Keone",Mountain West,Nevada,Sr,P,,,12,55,10.91,14.55,-3.64,0.209,0.345,0.233,0.277,25.45,25.45,4.65
"Cabone, Austin",Atlantic 10,George Mason,Fr,P,,,7.1,29,17.24,10.34,6.9,0.192,0.276,0.269,0.248,24.14,31.03,3.01
"Cabral, Riley",AAC,Memphis,Jr,P,2018,942,21.2,119,13.45,21.01,-7.56,0.344,0.496,0.511,0.439,21.01,15.13,8.05
"Cabrera, Daniel",SEC,LSU,Fr,OF,,,0.2,5,40,40,0,0,0.6,0,0.421,0,0,28.15
"Cadola, Tevin",Mountain West,San Jose St.,Jr,P,,,17.2,86,11.63,9.3,2.33,0.329,0.395,0.5,0.383,16.28,31.4,4.31
"Cafaro, Bryson",Metro Atlantic,Fairfield,Fr,P,,,2.2,14,21.43,7.14,14.29,0.462,0.5,0.769,0.533,21.43,7.14,7.69
"Cahill, Garth",Southwestern,Jackson St.,Jr,P,,,3,15,6.67,6.67,0,0.333,0.4,0.75,0.453,20,26.67,8.81
"Cain, John",Patriot,Lafayette,Sr,P,,,13.1,72,19.44,13.89,5.55,0.383,0.458,0.433,0.391,19.44,12.5,3.3
"Cain, Peyton",OVC,UT Martin,Sr,P,,,20.1,101,13.86,11.88,1.98,0.345,0.416,0.452,0.374,30.69,9.9,4.34
"Cairnes, Blake",SEC,Georgia,Sr,P,,,11.2,43,20.93,6.98,13.95,0.135,0.233,0.216,0.21,18.6,34.88,4.04
"Calamita, Joseph",Mid-Eastern,Bethune-Cookman,Sr,P,,,8.1,34,5.88,2.94,2.94,0.276,0.353,0.517,0.368,32.35,23.53,7.34
"Calderon, Alexis",Metro Atlantic,Manhattan,So,P,,,10,42,21.43,14.29,7.14,0.212,0.357,0.364,0.324,11.9,28.57,5.05
"Calderon, David",OVC,Morehead St.,Sr,P,,,14,69,33.33,10.14,23.19,0.276,0.362,0.414,0.337,14.49,13.04,2.72
"Calopietro, Austin",Mid American,Toledo,So,P,,,7,43,23.26,30.23,-6.97,0.31,0.512,0.483,0.436,9.3,13.95,7.72
"Calvert, Matthew",Conference USA,UAB,Jr,P,,,12,46,30.43,4.35,26.08,0.15,0.196,0.2,0.176,15.22,28.26,1.56
"Calvo, Blair",ACC,Pittsburgh,Jr,P,,,18.2,83,10.84,12.05,-1.21,0.239,0.349,0.423,0.338,26.51,27.71,5.56
"Camarda, Brad",Colonial,Hofstra,Fr,P,,,10.2,48,31.25,14.58,16.67,0.225,0.333,0.325,0.297,10.42,22.92,3.54
"Cameron, Colin",Southland,Sam Houston St.,Jr,OF,,,2.2,12,25,8.33,16.67,0.273,0.333,0.273,0.277,16.67,25,1.78
"Cameron, Kyle",SEC,Alabama,So,P,,,15.1,65,6.15,6.15,0,0.259,0.292,0.379,0.285,38.46,21.54,4.27
"Campbell, Chris",Southland,McNeese,So,P,,,6,35,20,25.71,-5.71,0.37,0.543,0.593,0.489,20,8.57,5.31
"Campbell, Evan",Colonial,James Madison,Fr,P,,,1.2,6,33.33,0,33.33,0.167,0.167,0.167,0.146,16.67,33.33,-0.19
"Campbell, Isaac",Big South,Gardner-Webb,So,P,,,12.2,60,23.33,13.33,10,0.265,0.367,0.367,0.325,18.33,18.33,4.13
"Campbell, Isaiah",SEC,Arkansas,So,P,2018,721,26.1,126,14.29,12.7,1.59,0.288,0.389,0.423,0.354,24.6,19.84,3.95
"Campbell, Jace",Southland,Lamar,Sr,P,,,22.2,103,18.45,14.56,3.89,0.235,0.369,0.376,0.335,11.65,33.01,5.04
"Campbell, Justin",AAC,Tulane,Fr,P,,,1,7,28.57,0,28.57,0.571,0.571,0.714,0.554,14.29,0,-0.85
"Campbell, Kenny",Patriot,Lafayette,So,P,,,8,50,12,16,-4,0.395,0.48,0.632,0.453,18,16,6.65
"Campbell, Maceo",Big South,Longwood,Fr,P,,,2.2,18,22.22,44.44,-22.22,0.25,0.611,0.5,0.483,0,11.11,11.78
"Campbell, Ryan",Horizon,Ill.-Chicago,Sr,P,2018,139,33.1,122,19.67,4.1,15.57,0.171,0.238,0.225,0.213,29.51,26.23,3
"Campbell, Seth",Southland,SFA,Jr,P,,,3.1,14,14.29,14.29,0,0.2,0.429,0.3,0.353,21.43,21.43,5.73
"Campos, Nic",Southwestern,Prairie View,Sr,P,,,0.2,13,0,7.69,-7.69,0.818,0.846,1.091,0.798,0,15.38,33.15
"Candau, Josh",Big West,UC Santa Barbara,Fr,P,,,6.1,24,12.5,0,12.5,0.143,0.167,0.143,0.14,33.33,29.17,2.66
"Candelari, Nick",Big 12,Texas Tech,Fr,P,,,3.2,20,25,25,0,0.286,0.5,0.286,0.384,20,5,5.65
"Candelaria, Jean",Metro Atlantic,Saint Peters,So,P,,,7.2,47,6.38,17.02,-10.64,0.389,0.511,0.611,0.472,19.15,21.28,8.29
"Cannon, Connor",Big West,UC Riverside,So,P,,,2,14,21.43,21.43,0,0.4,0.571,0.9,0.584,14.29,7.14,12.65
"Cannon, Winston",OVC,UT Martin,So,P,,,30.1,154,20.78,9.74,11.04,0.353,0.422,0.414,0.368,9.74,25.32,2.81
"Canterino, Matt",Conference USA,Rice,So,P,,,33.1,142,27.46,5.63,21.83,0.228,0.282,0.417,0.296,16.2,25.35,3.75
"Cantone, Nick",Metro Atlantic,Marist,Fr,OF,,,8,28,32.14,3.57,28.57,0.148,0.179,0.259,0.191,28.57,21.43,2.9
"Cantu, Kyle",OVC,Morehead St.,Sr,P,,,20.2,103,16.5,6.8,9.7,0.348,0.398,0.522,0.391,13.59,28.16,4.73
"Capozziello, Anthony",Northeast,Sacred Heart,Sr,OF,,,0.1,1,100,0,100,0,0,0,0,0,0,-16.85
"Cappas, Chris",ACC,Pittsburgh,Fr,P,,,0.2,3,66.67,0,66.67,0,0.333,0,0.24,33.33,0,-1.85
"Caracci, Parker",SEC,Ole Miss,So,P,2018,1106,21.1,86,33.72,10.47,23.25,0.203,0.291,0.297,0.264,12.79,22.09,2.44
"Carberry, Jack",Summit League,Western Ill.,Fr,P,,,6,24,20.83,4.17,16.66,0.227,0.292,0.409,0.304,37.5,12.5,4.65
"Cardenas, Gordon",Conference USA,Marshall,Sr,P,,,12,58,22.41,12.07,10.34,0.25,0.345,0.333,0.303,18.97,20.69,4.06
"Carder, Austin",West Coast,Loyola Marymount,Fr,UT,,,9.1,52,7.69,15.38,-7.69,0.395,0.5,0.674,0.494,19.23,23.08,9.52
"Cardona, Aaron",Southland,SFA,So,P,,,1.1,12,8.33,50,-41.67,0.6,0.833,1.4,0.74,8.33,0,20.42
"Caregnato, Nick",Mid-Eastern,N.C. Central,Sr,P,,,14.2,63,30.16,9.52,20.64,0.214,0.302,0.304,0.274,26.98,12.7,2.87
"Carey, Zac",Mid American,Bowling Green,Sr,P,,,23.2,128,14.06,7.81,6.25,0.412,0.461,0.649,0.466,26.56,11.72,5.95
"Carlson, Dylan",Mid-Eastern,Florida A&M,So,P,,,11.2,53,24.53,16.98,7.55,0.238,0.377,0.262,0.303,18.87,16.98,3.5
"Carlyle, Johnathan",ASUN,USC Upstate,Fr,P,,,7.1,34,8.82,8.82,0,0.31,0.353,0.655,0.402,20.59,29.41,7.23
"Carner, Chance",OVC,Murray St.,Jr,P,,,5,31,12.9,22.58,-9.68,0.3,0.484,0.4,0.396,12.9,19.35,6.95
"Carnley, Will",Sun Belt,Troy,So,P,,,0.1,3,0,66.67,-66.67,0,0.667,0,0.461,0,33.33,63.15
"Carpenter, Josh",Conference USA,Louisiana Tech,Sr,P,,,4,17,29.41,0,29.41,0.25,0.235,0.563,0.316,0,41.18,3.9
"Carpenter, Micah",ACC,Georgia Tech,Jr,P,,,6,26,15.38,15.38,0,0.19,0.308,0.381,0.299,19.23,30.77,5.98
"Carr, Derek",Mid American,Ohio,So,P,,,9.2,45,31.11,17.78,13.33,0.206,0.356,0.412,0.334,20,8.89,5.86
"Carr, Jake",Western Athletic,Utah Valley,Jr,P,,,10,44,27.27,20.45,6.82,0.171,0.341,0.2,0.269,25,13.64,3.45
"Carr, Jordan",Big South,UNC Asheville,So,P,,,11.2,51,15.69,3.92,11.77,0.286,0.333,0.49,0.355,15.69,37.25,3.68
"Carr, Tyler",Sun Belt,South Ala.,Sr,P,2018,917,34.2,144,17.36,8.33,9.03,0.236,0.319,0.354,0.299,26.39,23.61,3.85
"Carraway, Burl",Missouri Valley,Dallas Baptist,Fr,P,,,0.1,2,0,0,0,0.5,0.5,1,0.621,50,0,3.15
"Carreon II, Juan",Western Athletic,UTRGV,Jr,P,,,11.1,44,15.91,6.82,9.09,0.139,0.182,0.139,0.147,43.18,11.36,2.7
"Carrillo, Alexander",Southwestern,Texas Southern,Jr,P,,,8,31,12.9,16.13,-3.23,0.231,0.355,0.269,0.293,25.81,25.81,4.02
"Carrizosa, Daniel",Western Athletic,CSU Bakersfield,Fr,P,,,1.2,10,20,10,10,0.375,0.4,0.5,0.369,10,20,2.31
"Carroll, Cody",Conference USA,Southern Miss,So,P,,,15,59,16.95,8.47,8.48,0.176,0.288,0.235,0.248,28.81,25.42,3.41
"Carte, Jacob",Patriot,Army,Jr,P,,,15,55,25.45,5.45,20,0.157,0.2,0.176,0.172,18.18,34.55,1.88
"Carter, CJ",Sun Belt,Troy,Jr,P,,,26.2,125,24.8,10.4,14.4,0.255,0.352,0.406,0.332,21.6,16.8,4.22
"Carter, Cole",Southland,A&M-Corpus Chris,Sr,P,,,16.1,73,20.55,13.7,6.85,0.23,0.356,0.344,0.318,27.4,16.44,4.33
"Carter, Zach",Southland,Houston Baptist,Jr,P,,,54.2,234,19.23,4.27,14.96,0.287,0.329,0.44,0.329,20.51,26.07,3.52
"Carvajal, Oscar",Mountain West,Fresno St.,Fr,P,,,8,49,14.29,8.16,6.13,0.41,0.51,0.436,0.424,16.33,16.33,4.77
"Casad, Cooper",West Coast,Pacific,Sr,P,,,31.2,135,16.3,5.93,10.37,0.269,0.304,0.387,0.293,27.41,20.74,3.44
"Casey, Colin",OVC,Jacksonville St.,Fr,P,,,3.2,20,30,10,20,0.267,0.4,0.533,0.392,15,10,7.21
"Casey, Derek",ACC,Virginia,Sr,P,2018,278,35.1,151,25.83,7.95,17.88,0.267,0.331,0.467,0.34,21.85,17.88,3.97
"Casey, Steven",Conference USA,FIU,Fr,P,,,9,46,30.43,17.39,13.04,0.306,0.435,0.556,0.417,10.87,13.04,4.48
"Cash, Cody",Sun Belt,La.-Monroe,Jr,P,,,1.2,8,0,25,-25,0.167,0.375,0.167,0.282,37.5,25,8.15
"Cashman, Justin",American East,Hartford,Jr,P,,,0.2,6,0,50,-50,0.333,0.667,0.333,0.492,33.33,0,48.15
"Casparius, Ben",ACC,North Carolina,Fr,INF,,,4.1,23,21.74,34.78,-13.04,0.133,0.435,0.133,0.317,8.7,26.09,6.56
"Cassala, Mike",ASUN,Jacksonville,Jr,P,,,5.2,29,10.34,6.9,3.44,0.37,0.414,0.63,0.441,31.03,17.24,8.15
"Castillo, Alvaro",Western Athletic,New Mexico St.,Jr,P,,,5,25,28,12,16,0.333,0.4,0.476,0.374,16,12,4.75
"Castro, Alexander",Southwestern,Alabama St.,Fr,P,,,8.1,48,12.5,18.75,-6.25,0.385,0.5,0.513,0.442,16.67,20.83,5
"Castro, John",Big West,Long Beach St.,So,P,,,5.1,32,9.38,18.75,-9.37,0.417,0.563,0.583,0.496,12.5,21.88,9.23
"Catalano, Jake",Big South,UNC Asheville,Fr,P,,,0.1,2,0,50,-50,0,0.5,0,0.345,0,50,33.15
"Cate, Tim",AAC,UConn,Jr,P,2018,65,14.2,60,28.33,10,18.33,0.192,0.267,0.288,0.246,30,11.67,2.02
"Catlin, Michael",Big South,Longwood,Sr,P,,,16.2,78,17.95,17.95,0,0.29,0.423,0.323,0.345,16.67,21.79,4.2
"Cauley, Nick",Big 10,Northwestern,So,P,,,1.1,12,8.33,41.67,-33.34,0.429,0.667,1.143,0.663,16.67,8.33,26.78
"Causey, Jay",Sun Belt,Coastal Carolina,So,P,,,14,54,35.19,7.41,27.78,0.188,0.278,0.333,0.273,14.81,22.22,3.58
"Cavalli, Cade",Big 12,Oklahoma,Fr,INF,2020,,8,35,28.57,14.29,14.28,0.107,0.286,0.107,0.215,22.86,20,3.27
"Cave, Austin",Patriot,Holy Cross,Sr,P,,,6.2,26,30.77,7.69,23.08,0.167,0.231,0.292,0.229,15.38,30.77,1.53
"Cecere, Bobby",Ivy League,Yale,So,P,,,7,26,11.54,7.69,3.85,0.136,0.231,0.136,0.182,42.31,19.23,3.58
"Celestino, Aaron",Southland,Incarnate Word,Fr,P,,,4,23,8.7,13.04,-4.34,0.333,0.435,0.611,0.432,39.13,4.35,8.4
"Cellucci, Brendan",AAC,Tulane,Fr,P,,,1,10,10,60,-50,0.2,0.7,0.2,0.502,20,10,19.15
"Centala, Connor",ACC,NC State,Fr,P,,,6.1,23,26.09,4.35,21.74,0.273,0.304,0.318,0.275,34.78,8.7,1.67
"Cerillo, Frank",Northeast,LIU Brooklyn,Fr,P,,,0.2,7,0,14.29,-14.29,0.667,0.714,1,0.704,14.29,14.29,18.15
"Cerny, Charlie",Horizon,Ill.-Chicago,Jr,P,2018,203,18,75,29.33,8,21.33,0.145,0.24,0.161,0.194,29.33,12,2.2
"Cerny, Will",Southland,SFA,Fr,1B,,,0.1,2,0,0,0,0.5,0.5,0.5,0.439,0,50,3.15
"Cerretani, John",Northeast,Sacred Heart,Jr,P,,,6.1,32,15.63,15.63,0,0.333,0.438,0.519,0.413,18.75,21.88,6.1
"Cerulle, Robby",Ivy League,Penn,Fr,P,,,7.1,31,16.13,9.68,6.45,0.154,0.29,0.385,0.3,29.03,25.81,7.51
"Cha, Erik",Big West,Cal St. Fullerton,So,P,2018,514,3.1,16,12.5,6.25,6.25,0.167,0.313,0.167,0.243,37.5,12.5,4.76
"Chacon, Frank",Conference USA,FIU,Jr,P,,,0.2,4,25,25,0,0.333,0.5,0.667,0.483,0,25,8.15
"Chafin, Kaylor",SEC,Texas A&M,Sr,P,,,17.1,78,20.51,8.97,11.54,0.275,0.346,0.406,0.328,28.21,15.38,4.2
"Chamberlain, Christian",Pac 12,Oregon St.,Fr,P,,,11.2,56,32.14,12.5,19.64,0.222,0.375,0.267,0.308,16.07,14.29,2.88
"Chandel, Aditya",Metro Atlantic,Saint Peters,Fr,P,,,12,66,4.55,24.24,-19.69,0.186,0.455,0.395,0.39,12.12,36.36,10.31
"Chandler, Cooper",West Coast,Pepperdine,Fr,P,,,29,130,16.15,13.85,2.3,0.264,0.369,0.318,0.314,24.62,21.54,3.66
"Chandler, Grant",OVC,Jacksonville St.,Sr,P,,,9.1,53,15.09,16.98,-1.89,0.372,0.472,0.558,0.438,16.98,18.87,5.78
"Chandler, Kevin",Big West,UC Santa Barbara,Jr,P,,,8,35,8.57,5.71,2.86,0.355,0.371,0.452,0.346,37.14,11.43,3.15
"Chanin, Matt",American East,UMBC,Sr,P,,,15.1,70,11.43,8.57,2.86,0.25,0.3,0.317,0.268,27.14,25.71,3.28
"Chapman, Dalton",Western Athletic,Grand Canyon,Jr,P,,,9.1,47,17.02,12.77,4.25,0.3,0.404,0.525,0.399,27.66,14.89,6.55
"Chapman, Hugh",ACC,Georgia Tech,Fr,P,,,5,27,18.52,7.41,11.11,0.348,0.444,0.478,0.404,22.22,14.81,3.55
"Chapman, Logan",SEC,South Carolina,Fr,P,,,24.1,113,17.7,13.27,4.43,0.295,0.389,0.463,0.369,23.89,17.7,6.18
